,형태소,품사,등장횟수,동일형태소
973,스민,Verb,123,0
974,이쁘고,Adjective,247,0
975,좋았어요,Adjective,525,0
976,춤,Noun,311,0
977,실력,Noun,29,0
978,킹왕짱,Noun,5,0
979,힙합,Noun,11,0
980,비보이,Noun,1,0
981,댄스,Noun,30,0
982,나올줄이야,Verb,1,0
983,전체,Noun,104,0
984,신났고,Adjective,2,0
985,어ㅤㄲㅒㅤ,Noun,2,0
986,들썩,Adverb,18,0
987,거리,Noun,47,0
988,면서,Noun,19,0
989,기본,Noun,20,0
990,흑,Adverb,43,0
991,호강,Noun,263,0
992,없어요,Adjective,57,0
993,점점,Noun,19,0
994,잘생겨,Adjective,9,0
995,보이는,Verb,24,0
996,마법,Noun,122,0
997,못,VerbPrefix,365,1
998,했다,Verb,239,0
999,재밋습니,Noun,3,0
1000,좋아하시는,Adjective,18,0
1001,분들,Suffix,86,0
1002,당,Modifier,22,1
1003,장가,Noun,22,0
1004,보세요,Verb,910,0
1005,들어,Verb,37,0
1006,얘기,Noun,46,0
1007,합시다,Verb,2,0
1008,자체,Noun,279,0
1009,막판,Noun,13,0
1010,고음,Noun,2,0
1011,한,Determiner,389,1
1012,방,Noun,6,0
1013,끝장,Noun,8,0
1014,네,Determiner,108,1
1015,요,Modifier,39,1
1016,음질,Noun,1,0
1017,좋은데서,Adjective,2,0
1018,제발,Noun,85,0
1019,ㅜㅠㅜ,KoreanParticle,3,0
1020,했을,Verb,41,0
1021,어색하지,Adjective,16,0
1022,천재,Noun,8,0
1023,능청,Noun,30,0
1024,스러,Adjective,14,0
1025,완벽하게,Adjective,36,0
1026,살려,Verb,12,0
1027,냈다,Verb,10,0
1028,주체,Noun,23,0
1029,인물,Noun,28,0
1030,그려,Verb,5,0
1031,낸,Verb,27,0
1032,써,Verb,42,0
1033,라운드,Noun,1,0
1034,상영,Noun,113,0
1035,관,Noun,50,0
1036,듣는,Verb,71,0
1037,없다,Adjective,145,0
1038,백마,Noun,1,0
1039,탄,Verb,11,0
1040,기다리는,Verb,5,0
1041,스타일,Noun,51,0
1042,아니라,Adjective,110,0
1043,스스로,Noun,11,0
1044,쟁취,Noun,3,0
1045,여성,Noun,83,0
1046,참,Verb,111,0
1047,요즘,Noun,79,0
1048,자라나는,Verb,1,0
1049,여자아이,Noun,4,0
1050,괜찮을듯,Adjective,2,0
1051,ㅤㅃㅘㄴ,Noun,1,0
1052,타,Modifier,21,1
1053,스틱,Noun,10,0
1054,했어요,Verb,218,0
1055,재밌었음,Adjective,105,0
1056,이건,Noun,248,0
1057,최,Noun,47,0
1058,근본,Noun,4,0
1059,고,Modifier,23,1
1060,퀄,Noun,17,0
1061,여서,Noun,11,0
1062,정신,Noun,44,0
1063,갔어,Verb,2,0
1064,좋았고요,Adjective,6,0
1065,3~4,Number,3,0
1066,볼,Noun,603,1
1067,했고요,Verb,2,0
1068,암튼,Adverb,19,0
1069,재밌었고,Adjective,63,0
1070,유치하지,Adjective,35,0
1071,않을,Verb,52,0
1072,재밌습니다,Adjective,125,0
1073,좋아하는데,Adjective,59,0
1074,어울리고,Verb,38,0
1075,소름끼치도록,Verb,1,0
1076,한번,Noun,661,0
1077,보려고,Verb,29,0
1078,예매,Noun,65,0
1079,몰랐어요,Verb,27,0
1080,화면,Noun,97,0
1081,감탄,Noun,84,0
1082,명불허전,Noun,20,0
1083,맞은,Verb,3,0
1084,이었,Verb,7,0
1085,슴,Noun,9,0
1086,애니메이션,Noun,438,0
1087,유지,Noun,8,0
1088,채,Noun,16,0
1089,현대,Noun,56,0
1090,감성,Noun,91,0
1091,적절히,Adjective,4,0
1092,녹였다,Verb,1,0
1093,볼거리,Noun,238,0
1094,7월,Number,8,0
1095,라이온킹,Noun,53,0
1096,하면,Verb,72,0
1097,돋음,Verb,45,0
1098,필요,Noun,87,0
1099,크게,Noun,51,0
1100,하다가,Verb,18,0
1101,봤다,Verb,151,0
1102,꿈꾼것,Verb,1,0
1103,집었을,Verb,1,0
1104,있던,Adjective,24,0
1105,아이,Noun,1129,0
1106,탄식,Noun,3,0
1107,잊을,Verb,22,0
1108,보려구요,Verb,29,0
1109,인생,Noun,806,1
1110,극,Suffix,52,1
1111,시작,Noun,133,0
1112,끝,Noun,203,0
1113,흠잡을것,Adjective,2,0
1114,완벽했고,Adjective,8,0
1115,취향,Noun,56,0
1116,저격,Noun,13,0
1117,끝나자마자,Verb,12,0
1118,싶단,Verb,1,0
1119,다음주,Noun,10,0
1120,볼거에요,Verb,43,0
1121,끼쳤다,Verb,3,0
1122,마블,Noun,21,0
1123,진성,Noun,4,0
1124,덕후,Noun,25,0
1125,눈물,Noun,287,0
1126,나왔음,Verb,10,0
1127,였을,Verb,6,0
1128,뿐,Noun,43,1
1129,결국,Adverb,28,0
1130,되서,Verb,43,0
1131,궁전,Noun,3,0
1132,찾아갔을,Verb,1,0
1133,그때,Noun,51,0
1134,미쳤다,Adjective,70,0
1135,들었다,Verb,21,0
1136,말곤,Verb,4,0
1137,생각나는건,Verb,4,0
1138,저녁,Noun,11,0
1139,나왔어요,Verb,29,0
1140,짭짭,Adverb,1,0
1141,던,Noun,3,1
1142,소리,Noun,46,0
1143,만큼,Noun,46,0
1144,금방,Noun,22,0
1145,갑니다,Verb,124,0
1146,였어요,Verb,434,0
1147,전반,Noun,25,0
1148,좋았네요,Adjective,42,0
1149,공연,Noun,10,0
1150,한국,Noun,36,0
1151,만들었으면,Verb,4,0
1152,맨날,Adverb,19,0
1153,경찰,Noun,1,0
1154,검사,Noun,2,0
1155,느와르,Noun,2,0
1156,조폭,Noun,5,0
1157,의아,Noun,6,0
1158,씹어,Verb,13,0
1159,먹음,Noun,9,0
1160,반해,Adjective,15,0
1161,나왔는데,Verb,18,0
1162,행복감,Noun,5,0
1163,가득해지는,Adjective,1,0
1164,오매불망,Noun,1,0
1165,기다리던,Verb,3,0
1166,꼬마,Noun,4,0
1167,서른,Modifier,3,1
1168,셋,Noun,13,0
1169,되어,Verb,56,0
1170,실화,Noun,22,0
1171,고맙게도,Adjective,1,0
1172,지켜주었다,Verb,1,0
1173,기생충,Noun,180,0
1174,꿀잼,Noun,301,0
1175,혹평,Noun,3,0
1176,호러,Noun,1,0
1177,자극,Noun,42,0
1178,거만,Noun,2,0
1179,좋아하는,Adjective,76,0
1180,아름다워서,Adjective,23,0
1181,후반,Noun,62,0
1182,흐르더라구요,Verb,1,0
1183,늙었나,Verb,4,0
1184,봅니다,Verb,42,0
1185,근래,Noun,38,0
1186,적셨어요,Verb,1,0
1187,찾기,Noun,4,0
1188,진심,Noun,172,0
1189,숨,Noun,8,0
1190,참고,Noun,23,1
1191,미친거,Adjective,3,0
1192,유일하게,Adjective,13,0
1193,오,Modifier,91,1
1194,리지,Noun,21,0
1195,널,Noun,16,0
1196,뛰어넘,Verb,4,0
1197,하루,Noun,53,0
1198,종일,Noun,27,0
1199,머리,Noun,52,0
1200,맴,Noun,20,0
1201,힘든,Adjective,16,0
1202,고,Noun,45,1
1203,3,Number,280,0
1204,생활,Noun,4,0
1205,만난,Noun,12,0
1206,줄기,Noun,2,0
1207,빛과,Noun,1,0
1208,일상,Noun,18,0
1209,벗어나,Verb,3,0
1210,아무,Noun,29,1
1211,즐길,Verb,26,0
1212,행복했습니다,Adjective,51,0
1213,멋진,Adjective,163,0
1214,감사합니다,Verb,102,0
1215,있게,Adjective,50,0
1216,잊지못,Verb,11,0
1217,완벽한,Adjective,162,0
1218,거구,Noun,5,0
1219,느꼈다,Verb,13,0
1220,멋지다,Adjective,26,0
1221,보는내내,Verb,243,0
1222,귀가,Noun,259,0
1223,모르는,Verb,16,0
1224,안타깝다,Adjective,2,0
1225,여주,Noun,301,0
1226,부를,Verb,196,0
1227,카펫,Noun,25,0
1228,부르는,Verb,88,0
1229,흘러나올,Verb,6,0
1230,찔끔,Adverb,20,0
1231,영,Noun,29,1
1232,멋지게,Adjective,30,0
1233,만들어내다니,Verb,2,0
1234,만들었다,Verb,46,0
1235,본다면,Verb,11,0
1236,dx,Alpha,248,0
1237,고픔,Adjective,7,0
1238,터졌다,Verb,3,0
1239,악인,Noun,9,0
1240,전이,Noun,4,0
1241,평생,Noun,42,0
1242,못,Noun,160,1
1243,같아요,Adjective,357,0
1244,잼있고,Verb,17,0
1245,갔는데,Verb,135,0
1246,재미없다고,Adjective,5,0
1247,여기,Noun,24,0
1248,뼈,Noun,2,0
1249,묻습니다,Verb,1,0
1250,만들어진거,Verb,2,0
1251,같고,Adjective,46,0
1252,영상,Noun,523,0
1253,미도,Noun,115,0
1254,빼어남,Adjective,1,0
1255,남주,Verb,95,0
1256,생겨서,Verb,9,0
1257,실망했는데,Adjective,3,0
1258,나갈,Verb,11,0
1259,쯤,Suffix,27,1
1260,귀엽고,Adjective,58,0
1261,잘생겼,Adjective,1,0
1262,소,Modifier,74,1
1263,오름,Noun,21,0
1264,영화관,Noun,419,0
1265,2,Number,298,0
1266,없는데,Adjective,42,0
1267,보러가고,Verb,12,0
1268,싶은,Verb,175,0
1269,만들수,Verb,7,0
1270,만들면,Verb,8,0
1271,만들지,Verb,6,0
1272,한수,Noun,32,0
1273,날린,Verb,1,0
1274,잡음,Noun,3,0
1275,뛰어넘을,Verb,9,0
1276,행복했어요,Adjective,84,0
1277,욕,Noun,13,0
1278,할만큼,Verb,13,0
1279,아닙니다,Adjective,18,0
1280,있고,Adjective,182,0
1281,할거,Verb,21,0
1282,눈물납니다,Verb,2,0
1283,10,Number,18,0
1284,DVD,Alpha,19,0
1285,소장,Noun,85,0
1286,할거에요,Verb,4,0
1287,봤는데아,Verb,1,0
1288,맥,Noun,8,0
1289,도전,Noun,9,0
1290,몰랐다면,Verb,1,0
1291,별,Modifier,81,1
1292,다섯,Modifier,3,1
1293,줘야지,Verb,1,0
1294,그래픽,Noun,58,0
1295,때문,Noun,255,0
1296,괜,Noun,4,0
1297,했네,Verb,29,0
1298,자파,Noun,123,0
1299,목소리,Noun,132,0
1300,여리,Adjective,1,0
1301,여리해,Noun,1,0
1302,몰입도,Noun,47,0
1303,떨어뜨린것,Verb,1,0
1304,빼고는,Verb,23,0
1305,하늘,Noun,28,0
1306,보게,Verb,75,0
1307,된것만으로도,Verb,1,0
1308,재밋엇다,Noun,3,0
1309,사랑,Noun,316,0
1310,맨첨,Noun,1,0
1311,이야기,Noun,166,0
1312,해주는거로,Verb,1,0
1313,나중,Noun,53,0
1314,먼가,Adjective,6,0
1315,벅차올랐음,Adjective,1,0
1316,ㅠㅅㅠ,KoreanParticle,1,0
1317,하지만,Conjunction,124,1
1318,디지니,Verb,36,0
1319,퀼리티,Noun,1,0
1320,높지,Adjective,5,0
1321,않나싶다,Verb,1,0
1322,아무래도,Adverb,10,0
1323,최대한,Noun,7,0
1324,비슷하게,Adjective,9,0
1325,할려고,Verb,1,0
1326,같은데,Adjective,40,0
1327,한거,Verb,3,0
1328,유치할,Adjective,7,0
1329,알았어,Verb,1,0
1330,브랜드,Noun,1,0
1331,ㅤㄸㅒㅤ문,Noun,1,0
1332,웬,Noun,1,0
1333,그저,Adverb,61,0
1334,멍청한,Adjective,4,0
1335,편견,Noun,18,0
1336,이었어,Verb,6,0
1337,보는걸,Verb,13,0
1338,할게,Verb,3,0
1339,아라비안나이트,Noun,87,0
1340,x,Alpha,11,0
1341,ㅤㄹㅙㅤ,Noun,2,0
1342,나ㅤㅇㅣㅌ,Noun,7,0
1343,o,Alpha,6,0
1344,봐,Verb,242,0
1345,야할듯,Adjective,14,0
1346,뭔,Modifier,20,0
1347,기자,Noun,17,0
1348,이래,Adjective,4,0
1349,죽었다,Verb,1,0
1350,깨어나도,Verb,1,0
1351,너희,Noun,2,0
1352,만든다,Verb,11,0
1353,눈물났네요,Verb,2,0
1354,음원,Noun,11,0
1355,무한,Noun,48,0
1356,반복,Noun,46,0
1357,대한,Noun,45,0
1358,해치,Noun,5,0
1359,몰입,Noun,176,0
1360,땜,Noun,38,0
1361,스크린,Noun,36,0
1362,올라가고,Verb,2,0
1363,있는데,Adjective,32,0
1364,듣고,Verb,131,0
1365,어렸을,Verb,162,0
1366,형수,Noun,2,0
1367,돋는,Verb,29,0
1368,vs,Alpha,4,0
1369,둘다,Verb,50,0
1370,보신,Noun,21,1
1371,개존잼,Noun,22,0
1372,압권임,Noun,3,0
1373,유년,Noun,4,0
1374,지켜,Verb,1,0
1375,운명,Noun,3,0
1376,넘어,Verb,14,0
1377,자기,Noun,38,0
1378,자신,Noun,41,0
1379,실현,Noun,4,0
1380,일었어요,Verb,3,0
1381,필요없다,Adjective,50,0
1382,부활,Noun,8,0
1383,숨은,Verb,2,0
1384,많고,Adjective,89,0
1385,짱짱,Noun,94,0
1386,bb,Alpha,17,0
1387,오랜,Modifier,299,1
1388,만,Noun,377,1
1389,신선한,Adjective,7,0
1390,애바임,Noun,1,0
1391,다섯,Determiner,19,1
1392,번은,Noun,36,0
1393,봐줘야,Verb,2,0
1394,댐,Noun,7,0
1395,도라지,Noun,1,0
1396,도랐나,Verb,1,0
1397,개처웃갸,Noun,1,0
1398,엉덩이,Noun,14,0
1399,털,Noun,4,0
1400,자랐어요,Verb,1,0
1401,하,Exclamation,85,1
1402,ㅤㅁㅝㅇ미,Noun,1,0
1403,간지,Noun,6,0
1404,녀,Noun,13,0
1405,찬양,Noun,9,0
1406,하,Suffix,143,1
1407,갓,Noun,51,1
1408,한국인,Noun,6,0
1409,아님,Adjective,101,0
1410,아무튼,Adverb,11,0
1411,털어서,Verb,2,0
1412,값,Noun,20,0
1413,비쌌지만,Adjective,1,0
1414,만족했다,Adjective,4,0
1415,설명,Noun,20,0
1416,에어컨,Noun,8,0
1417,빵빵,Noun,42,0
1418,쓰리,Adjective,3,0
1419,디,Noun,33,0
1420,알았다,Verb,12,0
1421,간만,Noun,163,0
1422,해냈네요,Verb,1,0
1423,보셔도,Verb,9,0
1424,평작,Noun,3,0
1425,강,Noun,118,0
1426,추하고싶어서,Adjective,1,0
1427,남겨,Verb,32,0
1428,봐요,Verb,51,0
1429,웃음,Noun,107,0
1430,끊이질,Verb,4,0
1431,않았던,Verb,20,0
1432,화려한,Adjective,186,0
1433,신나는,Adjective,83,0
1434,힐링,Noun,236,0
1435,엉엉,Noun,18,0
1436,케미,Noun,34,0
1437,들도,Verb,13,0
1438,짱,Noun,319,1
1439,프렌드,Noun,5,0
1440,이크,Noun,2,0
1441,미,Adjective,33,0
1442,어홀,Noun,21,0
1443,뉴월드,Noun,37,0
1444,어깨춤,Noun,6,0
1445,멈추지,Verb,3,0
1446,되었습니다,Verb,18,0
1447,최애,Noun,49,0
1448,이었는데,Verb,24,0
1449,어울려서,Verb,10,0
1450,후기,Noun,31,0
1451,주전,Noun,2,0
1452,만점,Noun,73,0
1453,없으면,Adjective,5,0
1454,좋았다고,Adjective,6,0
1455,느꼈을거,Verb,1,0
1456,얼굴,Noun,89,0
1457,어울렸어요,Verb,12,0
1458,화려해서,Adjective,27,0
1459,즐거웠어요,Adjective,70,0
1460,돋보였던,Verb,4,0
1461,봤더니,Verb,15,0
1462,마음,Noun,249,0
1463,정돈,Noun,4,0
1464,됐어요,Verb,22,0
1465,관객,Noun,48,0
1466,함께,Adverb,348,0
1467,성장한다는,Adjective,1,0
1468,받았습니다,Verb,13,0
1469,당시,Noun,7,0
1470,진취,Noun,28,0
1471,였는데,Verb,44,0
1472,업그레이드,Noun,10,0
1473,흔적,Noun,2,0
1474,성의,Noun,7,0
1475,느껴져요,Verb,2,0
1476,완벽하진,Adjective,3,0
1477,않아도,Verb,6,0
1478,차,Noun,106,1
1479,찍으러,Verb,7,0
1480,보시려면,Verb,2,0
1481,자유,Noun,35,0
1482,선물,Noun,39,0
1483,해,Verb,152,1
1484,주는데,Verb,2,0
1485,어찌나,Adverb,5,0
1486,눈물나던지,Verb,1,0
1487,주책,Noun,6,0
1488,맞아졌음,Verb,1,0
1489,웃으면서,Verb,46,0
1490,보다가,Verb,69,0
1491,입틀막,Noun,4,0
1492,개조,Noun,3,0
1493,부의,Noun,2,0
1494,라비,Noun,9,0
1495,란,Noun,19,0
1496,듣자마자,Verb,1,0
1497,사라짐,Verb,3,0
1498,이김,Verb,1,0
1499,경,Noun,3,1
1500,이롭다,Adjective,1,0
1501,소환,Noun,29,0
1502,유독,Noun,1,0
1503,여운,Noun,222,0
1504,남는줄,Verb,1,0
1505,알았는데,Verb,74,0
1506,그럴만,Adjective,3,0
1507,했구나,Verb,3,0
1508,는걸,Noun,14,0
1509,좋은,Adjective,439,0
1510,나게,Verb,10,0
1511,좋아졌구요,Verb,1,0
1512,시대,Noun,67,0
1513,맞게,Verb,31,0
1514,각색,Noun,74,0
1515,모두,Modifier,4,1
1516,미모,Noun,119,0
1517,폭발,Noun,17,0
1518,나불대는,Verb,1,0
1519,평론가,Noun,73,0
1520,꺼지시고요,Verb,1,0
1521,없애면,Verb,1,0
1522,안되나,Adjective,1,0
1523,여,Noun,60,1
1524,튼,Verb,20,0
1525,보세,Verb,10,0
1526,유,Noun,17,0
1527,세번,Noun,192,0
1528,음색,Noun,8,0
1529,솜씨,Noun,6,0
1530,파는,Verb,41,0
1531,의외로,Adverb,22,0
1532,잘생김,Adjective,11,0
1533,잼있어,Verb,7,0
1534,그닥,Noun,36,0
1535,없어서,Adjective,56,0
1536,집,Noun,103,0
1537,와서도,Verb,8,0
1538,남아,Noun,53,0
1539,동영상,Noun,5,0
1540,돌려,Verb,29,0
1541,이상하게,Adjective,5,0
1542,손짓,Noun,1,0
1543,눈짓,Noun,1,0
1544,어른거려요,Verb,1,0
1545,학창시절,Noun,4,0
1546,잼있게,Verb,71,0
1547,잼있어요,Verb,55,0
1548,ㅜㅠ,KoreanParticle,36,0
1549,뛰어넘는,Verb,68,0
1550,갈거,Verb,19,0
1551,지루할,Adjective,122,0
1552,틈,Noun,141,0
1553,웃긴,Verb,21,0
1554,잘춰,Verb,4,0
1555,시켜,Verb,23,0
1556,줬으면,Verb,8,0
1557,울었겠던데,Verb,1,0
1558,직업,Noun,9,0
1559,만족도,Noun,6,0
1560,높아,Adjective,5,0
1561,보임,Noun,9,1
1562,돌아감,Verb,2,0
1563,근심,Noun,7,0
1564,잊게,Verb,16,0
1565,해주는,Verb,47,0
1566,신나고,Adjective,201,0
1567,신났을,Adjective,1,0
1568,날아다니는,Verb,7,0
1569,있네요,Adjective,55,0
1570,감명,Noun,39,0
1571,깊,Adjective,1,0
1572,습,Noun,77,0
1573,니당,Verb,55,0
1574,있나요,Adjective,5,0
1575,만들었네요,Verb,34,0
1576,뮬란,Noun,6,0
1577,라푼젤,Noun,4,0
1578,만들어주세요,Verb,6,0
1579,점,Noun,525,1
1580,가능합니다,Adjective,1,0
1581,돋아요,Verb,6,0
1582,게임,Noun,27,0
1583,하던거,Verb,1,0
1584,떠올랐던,Verb,1,0
1585,초반,Noun,111,0
1586,추격,Noun,4,0
1587,ㅜㅜㅜ,KoreanParticle,64,0
1588,있어요,Adjective,85,0
1589,재밋다,Noun,20,0
1590,어렷을때,Noun,5,0
1591,들을,Verb,34,0
1592,벅차,Adjective,5,0
1593,올,Modifier,51,1
1594,랏음,Noun,1,0
1595,한눈,Noun,1,0
1596,팔,Noun,5,1
1597,오는,Verb,10,1
1598,길,Noun,25,0
1599,한동안,Adverb,14,0
1600,헤어,Noun,23,0
1601,나올듯,Verb,2,0
1602,보셨던,Verb,2,0
1603,분,Noun,101,1
1604,봤으면,Verb,82,0
1605,이쁘디,Adjective,1,0
1606,구,Noun,27,1
1607,지니는,Verb,139,0
1608,곱니다,Adjective,30,0
1609,봤네요,Verb,252,0
1610,아기,Noun,13,0
1611,크면,Verb,5,0
1612,좋을꺼,Adjective,2,0
1613,봤습니다,Verb,557,0
1614,포인트,Noun,50,0
1615,나길래,Verb,1,0
1616,싶었는데,Verb,15,0
1617,곱씹,Verb,2,0
1618,어보,Noun,4,0
1619,충분히,Adjective,57,0
1620,엄청,Adverb,231,0
1621,주고나서,Verb,1,0
1622,장용,Noun,12,0
1623,구,Modifier,20,1
1624,매,Modifier,19,1
1625,각,Modifier,9,1
1626,좋아지는,Verb,53,0
1627,우울할,Adjective,7,0
1628,일,Noun,70,1
1629,났던,Verb,6,0
1630,대항,Noun,3,0
1631,명장,Noun,16,0
1632,밸런스,Noun,6,0
1633,좋아,Adjective,96,0
1634,서로,Noun,12,0
1635,바라보는,Verb,3,0
1636,눈빛,Noun,6,0
1637,설레었고,Adjective,1,0
1638,소름끼치고,Verb,4,0
1639,비현실적,Noun,5,0
1640,예쁜,Adjective,62,0
1641,놀라고,Verb,9,0
1642,일체,Noun,2,0
1643,표정,Noun,31,0
1644,빠짐,Verb,25,0
1645,아름답던,Adjective,2,0
1646,감사해요,Verb,14,0
1647,재밋음,Noun,11,0
1648,할말이,Verb,9,0
1649,뿐,Suffix,38,1
1650,됨,Verb,109,0
1651,배경,Noun,102,0
1652,밝은데,Verb,1,0
1653,유머,Noun,51,0
1654,곁,Noun,5,0
1655,들어지면서,Verb,1,0
1656,유쾌하게,Adjective,26,0
1657,하신,Verb,13,0
1658,하셔서,Verb,13,0
1659,흠잡을데,Adjective,9,0
1660,이틀,Noun,10,0
1661,연속,Noun,17,0
1662,스텝업,Noun,3,0
1663,ㅤㅂㅘㅅ네,Noun,14,0
1664,하는거,Verb,23,0
1665,좋아했는데,Adjective,18,0
1666,떠올라서,Verb,13,0
1667,키포인트,Noun,1,0
1668,하면서도,Verb,2,0
1669,식,Suffix,48,1
1670,껴서,Verb,1,0
1671,갈거에요,Verb,20,0
1672,자파역,Noun,7,0
1673,아쉬웠던것,Adjective,1,0
1674,낫,Noun,10,0
1675,베드,Noun,2,0
1676,지나는,Verb,1,0
1677,맨인블랙,Noun,25,0
1678,케이,Noun,2,0
1679,떠올라,Verb,10,0
1680,묘,Noun,6,0
1681,먹어서,Verb,5,0
1682,받은,Verb,16,0
1683,감정,Noun,59,0
1684,보다,Verb,100,0
1685,지루함,Noun,48,0
1686,있었는데,Adjective,27,0
1687,살리면서,Verb,10,0
1688,이아,Noun,11,0
1689,고의,Noun,3,0
1690,덕,Noun,31,0
1691,봄,Noun,207,1
1692,N,Alpha,46,0
1693,유발,Noun,6,0
1694,그만해라,Adjective,2,0
1695,즐거운,Adjective,239,0
1696,가득,Noun,13,0
1697,잼,Noun,225,0
1698,오마이갓,Noun,2,0
1699,주옥,Noun,10,0
1700,다시금,Noun,9,0
1701,잠기,Noun,3,0
1702,하네요,Verb,134,0
1703,엄마,Noun,112,0
1704,준비,Noun,8,0
1705,들으며,Verb,8,0
1706,신문,Noun,1,0
1707,읽는,Verb,6,0
1708,아빠,Noun,41,0
1709,옆,Noun,33,0
1710,앉아,Verb,6,0
1711,동생,Noun,17,0
1712,눈물났어요,Verb,4,0
1713,평범함이,Adjective,1,0
1714,얼마나,Noun,35,0
1715,이었는지,Verb,1,0
1716,깨닫네요,Verb,1,0
1717,하는것,Verb,8,0
1718,같았음,Adjective,20,0
1719,보러가야지,Verb,19,0
1720,즐겁네요,Adjective,7,0
1721,돋았어요,Verb,33,0
1722,꼭꼭,Noun,11,0
1723,가족,Noun,278,0
1724,울다,Verb,17,0
1725,아름답,Adjective,5,0
1726,고보람,Noun,1,0
1727,찬,Noun,11,0
1728,예쁘게,Adjective,8,0
1729,만들어,Verb,59,0
1730,준,Noun,80,0
1731,감사,Noun,18,0
1732,0,Number,17,0
1733,보고왔어요,Verb,39,0
1734,놀이동산,Noun,7,0
1735,다녀온,Verb,28,0
1736,30-40,Number,1,0
1737,좋아하실듯,Adjective,3,0
1738,만들었음,Verb,14,0
1739,벌리고,Verb,9,0
1740,황홀했습니다,Adjective,5,0
1741,아름다워,Adjective,19,0
1742,보여요,Verb,4,0
1743,여러,Modifier,46,1
1744,싶다,Verb,126,0
1745,되게,Adverb,29,1
1746,올해,Noun,175,0
1747,두루,Noun,6,0
1748,좋아할만,Adjective,7,0
1749,wolrd,Alpha,1,0
1750,싶었어요,Verb,5,0
1751,26년,Number,216,0
1752,전,Foreign,17,1
1753,해가면서,Verb,1,0
1754,귀엽고지니,Adjective,1,0
1755,맡은,Verb,21,0
1756,배꼽,Noun,10,0
1757,뺐다는,Verb,1,0
1758,잡은,Verb,18,0
1759,화이팅,Noun,7,0
1760,완젼개꿀잼,Noun,1,0
1761,이이,Noun,4,0
1762,모를,Verb,16,0
1763,낮게,Adjective,6,0
1764,주신,Noun,1,0
1765,보지,Noun,73,0
1766,준거,Verb,5,0
1767,같네요,Adjective,73,0
1768,보듯,Verb,2,0
1769,신나게,Adjective,38,0
1770,본거,Verb,57,0
1771,같습니다,Adjective,65,0
1772,느끼면서,Verb,1,0
1773,쩔었어요,Verb,1,0
1774,웃겼음,Verb,7,0
1775,재미있었어요,Adjective,192,0
1776,몇번,Noun,85,0
1777,보고싶은,Verb,217,0
1778,내,Determiner,153,1
1779,39,Number,1,0
1780,애,Noun,343,0
1781,좋았다거,Adjective,1,0
1782,머,Noun,17,0
1783,살아갑니다,Verb,1,0
1784,기다리며,Verb,2,0
1785,설레던,Adjective,1,0
1786,설레였습니다,Adjective,2,0
1787,OO,Alpha,22,0
1788,넘은,Verb,10,0
1789,촌,Noun,1,0
1790,들리더군요,Verb,1,0
1791,즐겆,Noun,1,0
1792,댓글다는건,Verb,1,0
1793,태어나서,Verb,19,0
1794,중반,Noun,28,0
1795,발견,Noun,21,0
1796,할수,Verb,39,0
1797,행복했다,Adjective,56,0
1798,보여,Verb,17,0
1799,치고싶었어요,Verb,1,0
1800,느낌이었어요,Verb,14,0
1801,하시는,Verb,3,0
1802,개꿀잼,Noun,103,0
1803,됐는데,Verb,22,0
1804,좋았구요,Adjective,19,0
1805,적이네요,Verb,10,0
1806,타는,Verb,20,0
1807,구경,Noun,5,0
1808,싶어요,Verb,99,0
1809,즐겁게,Adjective,228,0
1810,첫,Modifier,28,1
1811,흥미진진,Noun,46,0
1812,재미있어요,Adjective,228,0
1813,웅장,Noun,92,0
1814,것임,Noun,2,0
1815,느낍니다,Verb,1,0
1816,자꾸,Noun,88,0
1817,생각나네요,Verb,19,0
1818,1,Number,175,0
1819,재밌었,Adjective,16,0
1820,따,Verb,44,0
1821,명작,Noun,175,0
1822,라따뚜이,Noun,1,0
1823,주,Modifier,68,1
1824,토피아,Noun,3,0
1825,보고싶어요,Verb,139,0
1826,어울렸다,Verb,8,0
1827,보고싶다면,Verb,1,0
1828,전,Noun,159,1
1829,반응,Noun,7,0
1830,봤을,Verb,59,0
1831,달라질거,Verb,1,0
1832,묻힐,Verb,2,0
1833,아니네요,Adjective,15,0
1834,중이,Noun,19,0
1835,본지,Verb,23,0
1836,일주일,Noun,10,0
1837,째,Suffix,52,1
1838,가셔서,Verb,1,0
1839,실망,Noun,100,0
1840,할듯,Verb,13,0
1841,비트,Noun,1,0
1842,좋아하시면,Adjective,6,0
1843,1등,Number,9,0
1844,보겠습니다,Verb,2,0
1845,있어도,Adjective,18,0
1846,박평,Noun,11,0
1847,식이,Noun,8,0
1848,5,Number,103,0
1849,줬다,Verb,4,0
1850,재미없다면,Adjective,1,0
1851,무조건,Noun,91,0
1852,보장,Noun,17,0
1853,개오,Verb,5,0
1854,짐,Noun,52,0
1855,침,Noun,10,0
1856,안보,Noun,154,0
1857,후회,Noun,300,0
1858,야함,Adjective,69,0
1859,넘게,Verb,20,0
1860,주고,Verb,82,1
1861,젤,Noun,56,0
1862,찾았습니다,Verb,3,0
1863,행복했던,Adjective,36,0
1864,잊혀지고,Verb,2,0
1865,행복하기만,Adjective,2,0
